brand,product_name,rating,review_title,review_body,review_text,review_date,source_file,source_sheet,source_review_id,voc_tags,voc_tag_count,sentiment,matched_keywords
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"LOve this light, emits a nice warm glow in the room. Installation was a breeze. Missing a part, but it wasn't needed","LOve this light, emits a nice warm glow in the room. Installation was a breeze. Missing a part, but it wasn't needed",2019-02-19,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,29243930,尺寸与空间适配; 安装体验; 情绪价值,3,正向,尺寸与空间适配: room | 安装体验: installation | 情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"The fixture is a bright orange, quite large and makes a statement in my predominantly white kitchen. Pros: Easy to assemble and hang Cons: Larger than I expected, but works in my large kitchen which has high ceilings","The fixture is a bright orange, quite large and makes a statement in my predominantly white kitchen. Pros: Easy to assemble and hang Cons: Larger than I expected, but works in my large kitchen which has high ceilings",2015-07-28,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,3072997,艺术感/收藏感; 尺寸与空间适配; 安装体验; 照片与实物差异,4,正向,艺术感/收藏感: statement | 尺寸与空间适配: large | 安装体验: assemble | 照片与实物差异: expected
Unknown,FL_Y 1 - Light Single Pendant,5.0,,I have always loved this light every time I see it in stores. Definitely matched the descriptions. In LOVE with the light blue.,I have always loved this light every time I see it in stores. Definitely matched the descriptions. In LOVE with the light blue.,2015-04-26,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,2690430,情绪价值,1,正向,情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"Beautiful, easy to assemble. I installed this in my boys study room and they love it! Great quality.","Beautiful, easy to assemble. I installed this in my boys study room and they love it! Great quality.",2015-04-19,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,2658960,外观审美; 做工质量; 尺寸与空间适配; 安装体验; 情绪价值,5,正向,外观审美: beautiful | 做工质量: quality | 尺寸与空间适配: room | 安装体验: assemble | 情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,5.0,,ordered 2 of these in white- love the way they look but they do not give off a lot of light...more like a glow.,ordered 2 of these in white- love the way they look but they do not give off a lot of light...more like a glow.,2015-04-11,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,2627974,外观审美; 情绪价值,2,正向,外观审美: look | 情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"I love, love, love this light fixture. I ordered it for a client and it will look great once I get one that's not damaged!! The guys at All Modern have been very nice and helpful and this is why I will continue to order from here. Very professional.","I love, love, love this light fixture. I ordered it for a client and it will look great once I get one that's not damaged!! The guys at All Modern have been very nice and helpful and this is why I will continue to order from here. Very professional.",2014-11-26,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,2069340,外观审美; 情绪价值,2,正向,"外观审美: look, modern | 情绪价值: love"
Unknown,FL_Y 1 - Light Single Pendant,4.0,,This fixture is perfect for our remodeled kitchen dining space. Am a bit concerned how there plastic shade will age. Customer service here was great.,This fixture is perfect for our remodeled kitchen dining space. Am a bit concerned how there plastic shade will age. Customer service here was great.,2014-08-24,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,1667092,材质质感; 尺寸与空间适配; 情绪价值,3,正向,材质质感: plastic | 尺寸与空间适配: space | 情绪价值: perfect
Unknown,FL_Y 1 - Light Single Pendant,5.0,,Love it...super cool a bit hard to hang up but once up it looks great over our Knoll Table.,Love it...super cool a bit hard to hang up but once up it looks great over our Knoll Table.,2014-07-19,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,1571962,外观审美; 情绪价值,2,正向,外观审美: looks | 情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,3.0,,This lamp is so cool. Only problem is it is breakable and meltable. Just be careful and it should be fine.,This lamp is so cool. Only problem is it is breakable and meltable. Just be careful and it should be fine.,2014-07-07,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,1557577,未归类,1,负向,
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"I purchased this light in the cobalt colour and talk about gorgeous :). Only downside was the packaging on arrival. The box was very thin, very damaged and the tape wasn't even secure. Thankfully the light was in perfect condition.","I purchased this light in the cobalt colour and talk about gorgeous :). Only downside was the packaging on arrival. The box was very thin, very damaged and the tape wasn't even secure. Thankfully the light was in perfect condition.",2013-09-01,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,928737,外观审美; 物流包装; 情绪价值,3,正向,"外观审美: gorgeous | 物流包装: packaging, box | 情绪价值: perfect"
Unknown,FL_Y 1 - Light Single Pendant,5.0,,Love my new orange pendant lamp!!! It will look soooo good over my Saarinen Oval Tulip Dining Table. I can't wait to hang it!!!,Love my new orange pendant lamp!!! It will look soooo good over my Saarinen Oval Tulip Dining Table. I can't wait to hang it!!!,2013-08-20,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,917501,外观审美; 情绪价值,2,正向,外观审美: look | 情绪价值: love
Unknown,FL_Y 1 - Light Single Pendant,4.0,,Wasn't what I had expected...... 1st one received was crack at top center (hole for the suspension wire). A 2nd pendant came and had it hung over our dinner table. Once in place I had removed the plastic protector cover. The entire shade was covered in scratches. These scratches are very visible and was a little disappointed on the quality.,Wasn't what I had expected...... 1st one received was crack at top center (hole for the suspension wire). A 2nd pendant came and had it hung over our dinner table. Once in place I had removed the plastic protector cover. The entire shade was covered in scratches. These scratches are very visible and was a little disappointed on the quality.,2013-04-15,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,772279,材质质感; 做工质量; 尺寸与空间适配; 照片与实物差异,4,中性,材质质感: plastic | 做工质量: quality | 尺寸与空间适配: little | 照片与实物差异: expected
Unknown,FL_Y 1 - Light Single Pendant,3.0,,I LOVE this light. I had been eyeing for ages and was so excited when I finally broke down and ordered it. The only problem is the plastic scratched after cleaning with a damp paper towel. Total bummer. I will you a soft cloth in the future.,I LOVE this light. I had been eyeing for ages and was so excited when I finally broke down and ordered it. The only problem is the plastic scratched after cleaning with a damp paper towel. Total bummer. I will you a soft cloth in the future.,2013-04-14,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,770746,材质质感; 舒适度/实用性; 情绪价值,3,正向,"材质质感: plastic | 舒适度/实用性: soft | 情绪价值: love, excited"
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"and dramatically changed the entire dining space. Even though the rest of the room is an eclectic, not so modern collection, the light offers a simple and clean focus._x000d_ Its translucency allows for a connected presence of the existing wall and floor decorations and their colors._x000d_ The rosettecanopy is small - had to buy a larger canopy to cover the existing ceiling opening - but that was an easy fix.","and dramatically changed the entire dining space. Even though the rest of the room is an eclectic, not so modern collection, the light offers a simple and clean focus._x000d_ Its translucency allows for a connected presence of the existing wall and floor decorations and their colors._x000d_ The rosettecanopy is small - had to buy a larger canopy to cover the existing ceiling opening - but that was an easy fix.",2011-11-13,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,1210,外观审美; 尺寸与空间适配; 价格价值感,3,正向,"外观审美: modern | 尺寸与空间适配: small, space, room | 价格价值感: buy"
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"I felt in love with that lamp when I was on vacation in Europe and was just disappointed to see who much they sell it here in Canada (over 400$).Everything went well ([...], installation, etc.).For those who like a pure design object, that lamp is just perfect. In black (I can't say for other color versions), we get superb bulb reflections. that's add to the visual value of the lamp.","I felt in love with that lamp when I was on vacation in Europe and was just disappointed to see who much they sell it here in Canada (over 400$).Everything went well ([...], installation, etc.).For those who like a pure design object, that lamp is just perfect. In black (I can't say for other color versions), we get superb bulb reflections. that's add to the visual value of the lamp.",2010-08-23,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,130018,外观审美; 安装体验; 价格价值感; 情绪价值,4,正向,"外观审美: design, color | 安装体验: installation | 价格价值感: value | 情绪价值: love, perfect"
Unknown,FL_Y 1 - Light Single Pendant,5.0,,"It looks bigger than I expected it to, but that's not a bad things...I got the yellow one, and it is super fly!","It looks bigger than I expected it to, but that's not a bad things...I got the yellow one, and it is super fly!",2010-06-14,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,130017,外观审美; 尺寸与空间适配; 照片与实物差异,3,中性,外观审美: looks | 尺寸与空间适配: bigger | 照片与实物差异: expected
Unknown,FL_Y 1 - Light Single Pendant,5.0,,Beautifully simple!,Beautifully simple!,2019-04-28,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,31690637,未归类,1,正向,
Unknown,FL_Y 1 - Light Single Pendant,5.0,,Perfect looking light,Perfect looking light,2019-10-23,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,39876208,情绪价值,1,正向,情绪价值: perfect
Unknown,FL_Y 1 - Light Single Pendant,3.0,,cant keep them looking clean,cant keep them looking clean,2018-08-29,FL_Y 1 - Light Single Pendant_50条.xlsx,Sheet1,23535262,未归类,1,中性,
Unknown,Hot Mesh Lounge Chair,5.0,,Great chair for our outside space. Easy to move around.,Great chair for our outside space. Easy to move around.,2025-10-23,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,156950866,尺寸与空间适配,1,正向,尺寸与空间适配: space
Unknown,Hot Mesh Lounge Chair,5.0,,"The chair was much nicer in person, love it!!!","The chair was much nicer in person, love it!!!",2025-04-25,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,148080696,情绪价值; 照片与实物差异,2,正向,情绪价值: love | 照片与实物差异: in person
Unknown,Hot Mesh Lounge Chair,5.0,,"Great quality, love the bright blue color. Confortable texture and very secure","Great quality, love the bright blue color. Confortable texture and very secure",2025-04-09,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,147533463,外观审美; 材质质感; 做工质量; 情绪价值,4,正向,外观审美: color | 材质质感: texture | 做工质量: quality | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,"These chairs are really comfortable, lightweight and good looking. Perfect for a relaxing time in our courtyard.","These chairs are really comfortable, lightweight and good looking. Perfect for a relaxing time in our courtyard.",2024-01-15,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,121629948,舒适度/实用性; 情绪价值,2,正向,舒适度/实用性: comfortable | 情绪价值: perfect
Unknown,Hot Mesh Lounge Chair,5.0,,Super stylish and comfortable too! I got them in the red . Love them,Super stylish and comfortable too! I got them in the red . Love them,2023-04-17,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,107371768,外观审美; 舒适度/实用性; 情绪价值,3,正向,外观审美: stylish | 舒适度/实用性: comfortable | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,A quality item. I leave it outside on a partially sheltered balcony and so far it is stood up well to the rain with no signs of rust. It is very comfortable. I only wish the price was lower so I could get more,A quality item. I leave it outside on a partially sheltered balcony and so far it is stood up well to the rain with no signs of rust. It is very comfortable. I only wish the price was lower so I could get more,2022-09-28,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,99071740,做工质量; 舒适度/实用性; 价格价值感,3,正向,做工质量: quality | 舒适度/实用性: comfortable | 价格价值感: price
Unknown,Hot Mesh Lounge Chair,5.0,,"Fabulous! Stylish, well made, and durable. A great addition to my bedroom deck!","Fabulous! Stylish, well made, and durable. A great addition to my bedroom deck!",2022-05-13,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,94146060,外观审美; 做工质量,2,正向,"外观审美: stylish | 做工质量: well made, durable"
Unknown,Hot Mesh Lounge Chair,5.0,,Amazing chairs! They’ve been outside in Bay Area weather for 6 plus months still look like day 1 from the box.,Amazing chairs! They’ve been outside in Bay Area weather for 6 plus months still look like day 1 from the box.,2022-04-16,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,92705235,外观审美; 物流包装; 情绪价值,3,正向,外观审美: look | 物流包装: box | 情绪价值: amazing
Unknown,Hot Mesh Lounge Chair,4.0,,"Good seat height, comfortable. The yellow color is yellow-er than it seems on the website. Looks mustard-ish here, but it is much more of a bright yellow in person.","Good seat height, comfortable. The yellow color is yellow-er than it seems on the website. Looks mustard-ish here, but it is much more of a bright yellow in person.",2022-04-13,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,92563821,外观审美; 尺寸与空间适配; 舒适度/实用性; 照片与实物差异,4,正向,"外观审美: looks, color | 尺寸与空间适配: height | 舒适度/实用性: comfortable, seat | 照片与实物差异: in person, color is"
Unknown,Hot Mesh Lounge Chair,5.0,,I Love this chair! Bought the matching ottoman too. It’s very sturdy and withstands the weather here well.,I Love this chair! Bought the matching ottoman too. It’s very sturdy and withstands the weather here well.,2022-03-18,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,91161738,做工质量; 情绪价值,2,正向,做工质量: sturdy | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,One of the best purchases made. Comfortable and low to the ground,One of the best purchases made. Comfortable and low to the ground,2021-10-02,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,84804268,舒适度/实用性,1,正向,舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,5.0,,This is a very cool looking chair and a decent price. The red is a watermelon color and lovely. It is pretty wide with a low back. Satisfied with my purchase.,This is a very cool looking chair and a decent price. The red is a watermelon color and lovely. It is pretty wide with a low back. Satisfied with my purchase.,2021-06-01,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,72577072,外观审美; 尺寸与空间适配; 价格价值感,3,正向,"外观审美: pretty, color | 尺寸与空间适配: wide | 价格价值感: price, purchase"
Unknown,Hot Mesh Lounge Chair,5.0,,So beautiful and so comfortable!!!,So beautiful and so comfortable!!!,2021-03-20,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,68860755,外观审美; 舒适度/实用性,2,正向,外观审美: beautiful | 舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,5.0,,Great on either side of my townhouse front door.,Great on either side of my townhouse front door.,2020-12-26,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,64182378,未归类,1,正向,
Unknown,Hot Mesh Lounge Chair,5.0,,Nice chairs by the fire pit. Light weight and very comfortable.,Nice chairs by the fire pit. Light weight and very comfortable.,2020-06-08,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,52779847,舒适度/实用性,1,正向,舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,5.0,,I love this lounge chair! It is comfortable and beautiful. I also bought the ottoman!,I love this lounge chair! It is comfortable and beautiful. I also bought the ottoman!,2020-05-28,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,51969045,外观审美; 舒适度/实用性; 情绪价值,3,正向,外观审美: beautiful | 舒适度/实用性: comfortable | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,"Quality and finishes of the chairs are perfect. Looks and design are great, the pictures in the website are exactly what you get. And last but not least the chairs are extremely comfortable.","Quality and finishes of the chairs are perfect. Looks and design are great, the pictures in the website are exactly what you get. And last but not least the chairs are extremely comfortable.",2020-05-18,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,51211668,外观审美; 做工质量; 舒适度/实用性; 情绪价值,4,正向,"外观审美: design, looks | 做工质量: quality | 舒适度/实用性: comfortable | 情绪价值: perfect"
Unknown,Hot Mesh Lounge Chair,5.0,,Such a fun splash of color outside,Such a fun splash of color outside,2020-04-22,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,49141004,外观审美,1,正向,外观审美: color
Unknown,Hot Mesh Lounge Chair,5.0,,"This is the best outdoor furniture I’ve ever bought. Solid, comfortable, good design. I would buy more for sure!","This is the best outdoor furniture I’ve ever bought. Solid, comfortable, good design. I would buy more for sure!",2019-09-14,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,38682277,外观审美; 做工质量; 舒适度/实用性; 价格价值感,4,正向,外观审美: design | 做工质量: solid | 舒适度/实用性: comfortable | 价格价值感: buy
Unknown,Hot Mesh Lounge Chair,4.0,,Love the look and construction but you definitely need pillows for your back. Had some minor damage on arrival but replaced right away— no questions asked! Thanks Wayfair!,Love the look and construction but you definitely need pillows for your back. Had some minor damage on arrival but replaced right away— no questions asked! Thanks Wayfair!,2019-08-07,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,37238841,外观审美; 做工质量; 情绪价值,3,正向,外观审美: look | 做工质量: damage | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,4.0,,They look great and well made. Heavier than I thought they would be.,They look great and well made. Heavier than I thought they would be.,2018-06-03,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,21212433,外观审美; 做工质量,2,正向,外观审美: look | 做工质量: well made
Unknown,Hot Mesh Lounge Chair,5.0,,"Love this chair! It is simple yet comfortable. The wide seat makes it possible to sit cross legged, kind of curled up. Well constructed and stylish!","Love this chair! It is simple yet comfortable. The wide seat makes it possible to sit cross legged, kind of curled up. Well constructed and stylish!",2023-10-23,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,117656822,外观审美; 尺寸与空间适配; 舒适度/实用性; 情绪价值,4,正向,"外观审美: stylish | 尺寸与空间适配: wide | 舒适度/实用性: comfortable, sit, seat | 情绪价值: love"
Unknown,Hot Mesh Lounge Chair,5.0,,"Mid- century Hot Mesh Lounge chairs. Love!! Super comfortable, no fussing with cushions- used right after a rain, and won't blow over, even though they're right on the water! Gushing will style.","Mid- century Hot Mesh Lounge chairs. Love!! Super comfortable, no fussing with cushions- used right after a rain, and won't blow over, even though they're right on the water! Gushing will style.",2023-09-20,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,115379883,舒适度/实用性; 情绪价值,2,正向,舒适度/实用性: comfortable | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,These chairs are so comfortable and stylish for sitting by the pool. Great design and sturdy structure. We have had many compliments from our friends. A++++,These chairs are so comfortable and stylish for sitting by the pool. Great design and sturdy structure. We have had many compliments from our friends. A++++,2022-04-20,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,92971548,外观审美; 做工质量; 舒适度/实用性,3,正向,"外观审美: stylish, design | 做工质量: sturdy | 舒适度/实用性: comfortable"
Unknown,Hot Mesh Lounge Chair,2.0,,"They're attractive but mine came with broken ""feet"". I'll have to superglue them on. Too much of a hassle to ship back. Disappointing.","They're attractive but mine came with broken ""feet"". I'll have to superglue them on. Too much of a hassle to ship back. Disappointing.",2022-04-05,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,91849475,外观审美; 做工质量,2,负向,外观审美: attractive | 做工质量: broken
Unknown,Hot Mesh Lounge Chair,1.0,,Legs don’t match and all 4 legs do not hit the ground and makes it super wobbly.,Legs don’t match and all 4 legs do not hit the ground and makes it super wobbly.,2021-07-26,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,76273328,做工质量,1,负向,做工质量: wobbly
Unknown,Hot Mesh Lounge Chair,5.0,,"These chairs arrived right on time and were perfectly packed but also easy to unpack. The quality is excellent. I wanted something that was comfortable without cushions that would not blow away in my strong wind. Here they are 5 minutes out of the cartons and unstyled! I LOVE them. Sturdy, well made and comfortable without cushions!","These chairs arrived right on time and were perfectly packed but also easy to unpack. The quality is excellent. I wanted something that was comfortable without cushions that would not blow away in my strong wind. Here they are 5 minutes out of the cartons and unstyled! I LOVE them. Sturdy, well made and comfortable without cushions!",2021-04-01,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,69449827,做工质量; 舒适度/实用性; 物流包装; 情绪价值,4,正向,"做工质量: quality, sturdy, well made | 舒适度/实用性: comfortable | 物流包装: arrived | 情绪价值: love"
Unknown,Hot Mesh Lounge Chair,5.0,,Very modern and nice chair for outdoor!,Very modern and nice chair for outdoor!,2021-03-08,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,68062044,外观审美,1,正向,外观审美: modern
Unknown,Hot Mesh Lounge Chair,5.0,,"Cool, modern, comfortable a fun splash of color. Don’t need a cushion to sit for a good length of time. I can see through to the garden and it keeps the patio from feeling too crowded. It came quickly and nothing to assemble is nice for a change. I would definitely recommend this chair ( ottoman) the only con is one leg is a bit out of line - but not a big deal to me.","Cool, modern, comfortable a fun splash of color. Don’t need a cushion to sit for a good length of time. I can see through to the garden and it keeps the patio from feeling too crowded. It came quickly and nothing to assemble is nice for a change. I would definitely recommend this chair ( ottoman) the only con is one leg is a bit out of line - but not a big deal to me.",2020-07-11,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,55033164,外观审美; 舒适度/实用性; 安装体验; 价格价值感; 情绪价值,5,正向,"外观审美: modern, color | 舒适度/实用性: comfortable, sit | 安装体验: assemble | 价格价值感: deal | 情绪价值: recommend"
Unknown,Hot Mesh Lounge Chair,5.0,,Surprisingly comfortable and very solid - great for the fire pit and lounging in outside on the bedroom patio,Surprisingly comfortable and very solid - great for the fire pit and lounging in outside on the bedroom patio,2018-03-19,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,18656093,做工质量; 舒适度/实用性,2,正向,做工质量: solid | 舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,5.0,,Love the color and comfort. Blu Dot always has great ergo on their products. Bought about her one.,Love the color and comfort. Blu Dot always has great ergo on their products. Bought about her one.,2025-05-02,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,148415272,外观审美; 舒适度/实用性; 情绪价值,3,正向,外观审美: color | 舒适度/实用性: comfort | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,4.0,,"A well-designed, quality piece of furniture that is surprisingly comfortable for even a 6' ft 2 guy. I didn't realize the backs were a bit shorter. But that doesn't take away from the overall experience of using the chair.","A well-designed, quality piece of furniture that is surprisingly comfortable for even a 6' ft 2 guy. I didn't realize the backs were a bit shorter. But that doesn't take away from the overall experience of using the chair.",2018-08-26,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,23425079,做工质量; 舒适度/实用性,2,正向,做工质量: quality | 舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,5.0,,"beyond expectations! I am serious chair snob~salutations to my sofa brethren, alas, I prefer the chair! the color, humble red & aqua are superb; the back hits in the perfect spot on the human back! thank you, Perigold!","beyond expectations! I am serious chair snob~salutations to my sofa brethren, alas, I prefer the chair! the color, humble red & aqua are superb; the back hits in the perfect spot on the human back! thank you, Perigold!",2025-10-20,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,156849487,外观审美; 情绪价值,2,正向,外观审美: color | 情绪价值: perfect
Unknown,Hot Mesh Lounge Chair,5.0,,Love these lounge chairs! Ordered the grey-green - took forever to arrive but totally worth the wait.,Love these lounge chairs! Ordered the grey-green - took forever to arrive but totally worth the wait.,2025-09-16,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,155232318,价格价值感; 情绪价值,2,正向,价格价值感: worth | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,1.0,,"garbage knockoof that was marked up - they are trying to add exorbitant fee if $399 more ontop of the oer @$2k i paid for this garbage you get what you pay for - iam returning all of the garbage i purchased from wayfair/perigold, fool me once am i right?","garbage knockoof that was marked up - they are trying to add exorbitant fee if $399 more ontop of the oer @$2k i paid for this garbage you get what you pay for - iam returning all of the garbage i purchased from wayfair/perigold, fool me once am i right?",2025-07-08,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,152774478,未归类,1,负向,
Unknown,Hot Mesh Lounge Chair,5.0,,"If you are iffy, don't be, you will be happy w these nice chairs. Well made, good quality, sturdy, and above all, comfortable! Love the low back profile, as well as wider seat.","If you are iffy, don't be, you will be happy w these nice chairs. Well made, good quality, sturdy, and above all, comfortable! Love the low back profile, as well as wider seat.",2024-11-13,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,137243519,做工质量; 舒适度/实用性; 情绪价值,3,正向,"做工质量: quality, sturdy, well made | 舒适度/实用性: comfortable, seat | 情绪价值: love, happy"
Unknown,Hot Mesh Lounge Chair,5.0,,This chair is very comfortable and looks amazing in our sunroom.,This chair is very comfortable and looks amazing in our sunroom.,2024-07-28,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,131873472,外观审美; 舒适度/实用性; 情绪价值,3,正向,外观审美: looks | 舒适度/实用性: comfortable | 情绪价值: amazing
Unknown,Hot Mesh Lounge Chair,5.0,,Great chairs! Much more comfortable than I expected and they seem sturdy and solid. Ordering two more for another vacation rental now!,Great chairs! Much more comfortable than I expected and they seem sturdy and solid. Ordering two more for another vacation rental now!,2024-06-01,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,129269335,做工质量; 舒适度/实用性; 照片与实物差异,3,正向,"做工质量: sturdy, solid | 舒适度/实用性: comfortable | 照片与实物差异: expected"
Unknown,Hot Mesh Lounge Chair,5.0,,Could not love this more. We’ll worth the price. Fits anywhere and is very comfortable.,Could not love this more. We’ll worth the price. Fits anywhere and is very comfortable.,2023-06-25,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,110779677,尺寸与空间适配; 舒适度/实用性; 价格价值感; 情绪价值,4,正向,"尺寸与空间适配: fits | 舒适度/实用性: comfortable | 价格价值感: price, worth | 情绪价值: love"
Unknown,Hot Mesh Lounge Chair,5.0,,It’s gorgeous and comfortable.,It’s gorgeous and comfortable.,2023-06-03,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,109706317,外观审美; 舒适度/实用性,2,正向,外观审美: gorgeous | 舒适度/实用性: comfortable
Unknown,Hot Mesh Lounge Chair,4.0,,Love the style- need cushions for long sits ),Love the style- need cushions for long sits ),2023-01-15,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,103620722,情绪价值,1,正向,情绪价值: love
Unknown,Hot Mesh Lounge Chair,5.0,,These are amazing! Super cute and unique.,These are amazing! Super cute and unique.,2023-01-13,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,103529299,外观审美; 艺术感/收藏感; 情绪价值,3,正向,外观审美: cute | 艺术感/收藏感: unique | 情绪价值: amazing
Unknown,Hot Mesh Lounge Chair,5.0,,"Love the yellow chairs! They’re lightweight, visually airy, and super comfy.","Love the yellow chairs! They’re lightweight, visually airy, and super comfy.",2022-11-20,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,101384636,舒适度/实用性; 情绪价值,2,正向,舒适度/实用性: comfy | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,4.0,,It’s ok. Love the green color but it’s unfortunately much lower to the ground than expected.,It’s ok. Love the green color but it’s unfortunately much lower to the ground than expected.,2022-10-05,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,99307890,外观审美; 情绪价值; 照片与实物差异,3,正向,"外观审美: color | 情绪价值: love | 照片与实物差异: expected, than expected"
Unknown,Hot Mesh Lounge Chair,5.0,,I ordered the yellow lounge chairs and love them! They are very comfortable and the pop of yellow matches the throw pillows I use...works great against the dark grey and white color pallet.,I ordered the yellow lounge chairs and love them! They are very comfortable and the pop of yellow matches the throw pillows I use...works great against the dark grey and white color pallet.,2022-10-01,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,99176026,外观审美; 舒适度/实用性; 情绪价值,3,正向,"外观审美: color | 舒适度/实用性: comfortable, use | 情绪价值: love"
Unknown,Hot Mesh Lounge Chair,5.0,,Love ‘em! Great looking and comfortable!,Love ‘em! Great looking and comfortable!,2022-03-26,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,91407598,舒适度/实用性; 情绪价值,2,正向,舒适度/实用性: comfortable | 情绪价值: love
Unknown,Hot Mesh Lounge Chair,4.0,,"I love this chair. I was reluctant to buy it because of the price. It’s stylist, comfortable, lightweight and easy to move around. I think that the metal will hold up to the intense Sacramento area sun better than fabric or wood.","I love this chair. I was reluctant to buy it because of the price. It’s stylist, comfortable, lightweight and easy to move around. I think that the metal will hold up to the intense Sacramento area sun better than fabric or wood.",2022-03-09,Hot Mesh Lounge Chair_70条.xlsx,Sheet1,90863275,材质质感; 舒适度/实用性; 价格价值感; 情绪价值,4,正向,"材质质感: wood, fabric, metal | 舒适度/实用性: comfortable | 价格价值感: price, buy | 情绪价值: love"
